service_id,date,exception_type
000005,20201023,1
000005,20201030,1
000005,20201106,1
000005,20201113,1
000005,20201120,1
000005,20201127,1
000005,20201204,1
000005,20201211,1
000006,20191227,1
000006,20200103,1
000006,20200110,1
000006,20200117,1
000006,20200124,1
000006,20200131,1
000006,20200207,1
000006,20200214,1
000006,20200221,1
000006,20200228,1
000006,20200306,1
000006,20200313,1
000006,20200320,1
000006,20200327,1
000006,20200403,1
000006,20200410,1
000006,20200626,1
000006,20200703,1
000006,20200710,1
000006,20200717,1
000006,20200724,1
000006,20200731,1
000006,20200807,1
000006,20200814,1
000006,20200821,1
000006,20200828,1
000006,20200904,1
000007,20191228,1
000007,20200104,1
000007,20200111,1
000007,20200118,1
000007,20200125,1
000007,20200201,1
000007,20200208,1
000007,20200215,1
000007,20200222,1
000007,20200229,1
000007,20200307,1
000007,20200314,1
000007,20200321,1
000007,20200328,1
000007,20200404,1
000007,20200411,1
000008,20191220,1
000008,20191221,1
000008,20191227,1
000008,20191228,1
000008,20200103,1
000008,20200104,1
000008,20200110,1
000008,20200111,1
000008,20200117,1
000008,20200118,1
000008,20200124,1
000008,20200125,1
000008,20200131,1
000008,20200201,1
000008,20200207,1
000008,20200208,1
000008,20200214,1
000008,20200215,1
000008,20200221,1
000008,20200222,1
000008,20200228,1
000008,20200229,1
000008,20200306,1
000008,20200307,1
000008,20200313,1
000008,20200314,1
000008,20200320,1
000008,20200321,1
000008,20200327,1
000008,20200328,1
000008,20200403,1
000008,20200404,1
000008,20200410,1
000008,20200411,1
000008,20200417,1
000008,20200418,1
000008,20200424,1
000008,20200425,1
000008,20200430,1
000008,20200501,1
000008,20200508,1
000008,20200509,1
000008,20200515,1
000008,20200516,1
000008,20200520,1
000008,20200521,1
000008,20200529,1
000008,20200530,1
000008,20200605,1
000008,20200606,1
000008,20200610,1
000008,20200611,1
000008,20200619,1
000008,20200620,1
000008,20200626,1
000008,20200627,1
000008,20200703,1
000008,20200704,1
000008,20200710,1
000008,20200711,1
000008,20200717,1
000008,20200718,1
000008,20200724,1
000008,20200725,1
000008,20200731,1
000008,20200801,1
000008,20200807,1
000008,20200808,1
000008,20200814,1
000008,20200815,1
000008,20200821,1
000008,20200822,1
000008,20200828,1
000008,20200829,1
000008,20200904,1
000008,20200905,1
000008,20200911,1
000008,20200912,1
000008,20200918,1
000008,20200919,1
000008,20200925,1
000008,20200926,1
000008,20201002,1
000008,20201003,1
000008,20201009,1
000008,20201010,1
000008,20201016,1
000008,20201017,1
000008,20201023,1
000008,20201024,1
000008,20201030,1
000008,20201031,1
000008,20201106,1
000008,20201107,1
000008,20201113,1
000008,20201114,1
000008,20201120,1
000008,20201121,1
000008,20201127,1
000008,20201128,1
000008,20201204,1
000008,20201205,1
000008,20201211,1
000008,20201212,1
000009,20191228,1
000009,20200104,1
000009,20200111,1
000009,20200118,1
000009,20200125,1
000009,20200201,1
000009,20200208,1
000009,20200215,1
000009,20200222,1
000009,20200229,1
000009,20200307,1
000009,20200314,1
000009,20200321,1
000009,20200328,1
000009,20200404,1
000009,20200411,1
000009,20200627,1
000009,20200704,1
000009,20200711,1
000009,20200718,1
000009,20200725,1
000009,20200801,1
000009,20200808,1
000009,20200815,1
000009,20200822,1
000009,20200829,1
000009,20200905,1
000010,20191221,1
000010,20191228,1
000010,20200104,1
000010,20200111,1
000010,20200118,1
000010,20200125,1
000010,20200201,1
000010,20200208,1
000010,20200215,1
000010,20200222,1
000010,20200229,1
000010,20200307,1
000010,20200314,1
000010,20200321,1
000010,20200328,1
000010,20200404,1
000010,20200411,1
000010,20200418,1
000010,20200425,1
000010,20200501,1
000010,20200509,1
000010,20200516,1
000010,20200521,1
000010,20200530,1
000010,20200606,1
000010,20200611,1
000010,20200620,1
000010,20200627,1
000010,20200704,1
000010,20200711,1
000010,20200718,1
000010,20200725,1
000010,20200801,1
000010,20200808,1
000010,20200815,1
000010,20200822,1
000010,20200829,1
000010,20200905,1
000010,20200912,1
000010,20200919,1
000010,20200926,1
000010,20201003,1
000010,20201010,1
000010,20201017,1
000010,20201024,1
000010,20201031,1
000010,20201107,1
000010,20201114,1
000010,20201121,1
000010,20201128,1
000010,20201205,1
000010,20201212,1
000011,20191215,1
000011,20191220,1
000011,20191221,1
000011,20191222,1
000011,20191223,1
000011,20191226,1
000011,20191227,1
000011,20191229,1
000011,20191230,1
000011,20191231,1
000011,20200101,1
000011,20200102,1
000011,20200103,1
000011,20200106,1
000011,20200110,1
000011,20200117,1
000011,20200124,1
000011,20200131,1
000011,20200207,1
000011,20200214,1
000011,20200221,1
000011,20200228,1
000011,20200306,1
000011,20200313,1
000011,20200320,1
000011,20200327,1
000011,20200403,1
000011,20200410,1
000011,20200417,1
000011,20200418,1
000011,20200424,1
000011,20200425,1
000011,20200430,1
000011,20200501,1
000011,20200508,1
000011,20200509,1
000011,20200515,1
000011,20200516,1
000011,20200520,1
000011,20200521,1
000011,20200529,1
000011,20200530,1
000011,20200605,1
000011,20200606,1
000011,20200610,1
000011,20200611,1
000011,20200619,1
000011,20200620,1
000011,20200626,1
000011,20200703,1
000011,20200710,1
000011,20200717,1
000011,20200724,1
000011,20200731,1
000011,20200807,1
000011,20200814,1
000011,20200821,1
000011,20200828,1
000011,20200904,1
000011,20200911,1
000011,20200912,1
000011,20200918,1
000011,20200919,1
000011,20200925,1
000011,20200926,1
000011,20201002,1
000011,20201003,1
000011,20201009,1
000011,20201010,1
000011,20201016,1
000011,20201017,1
000011,20201023,1
000011,20201024,1
000011,20201030,1
000011,20201031,1
000011,20201106,1
000011,20201107,1
000011,20201113,1
000011,20201114,1
000011,20201120,1
000011,20201121,1
000011,20201127,1
000011,20201128,1
000011,20201204,1
000011,20201205,1
000011,20201211,1
000011,20201212,1
000012,20191216,1
000012,20191217,1
000012,20191218,1
000012,20191219,1
000012,20191224,1
000012,20191225,1
000012,20200105,1
000012,20200107,1
000012,20200108,1
000012,20200109,1
000012,20200112,1
000012,20200113,1
000012,20200114,1
000012,20200115,1
000012,20200116,1
000012,20200119,1
000012,20200120,1
000012,20200121,1
000012,20200122,1
000012,20200123,1
000012,20200126,1
000012,20200127,1
000012,20200128,1
000012,20200129,1
000012,20200130,1
000012,20200202,1
000012,20200203,1
000012,20200204,1
000012,20200205,1
000012,20200206,1
000012,20200209,1
000012,20200210,1
000012,20200211,1
000012,20200212,1
000012,20200213,1
000012,20200216,1
000012,20200217,1
000012,20200218,1
000012,20200219,1
000012,20200220,1
000012,20200223,1
000012,20200224,1
000012,20200225,1
000012,20200226,1
000012,20200227,1
000012,20200301,1
000012,20200302,1
000012,20200303,1
000012,20200304,1
000012,20200305,1
000012,20200308,1
000012,20200309,1
000012,20200310,1
000012,20200311,1
000012,20200312,1
000012,20200315,1
000012,20200316,1
000012,20200317,1
000012,20200318,1
000012,20200319,1
000012,20200322,1
000012,20200323,1
000012,20200324,1
000012,20200325,1
000012,20200326,1
000012,20200329,1
000012,20200330,1
000012,20200331,1
000012,20200401,1
000012,20200402,1
000012,20200405,1
000012,20200406,1
000012,20200407,1
000012,20200408,1
000012,20200409,1
000012,20200412,1
000012,20200413,1
000012,20200414,1
000012,20200415,1
000012,20200416,1
000012,20200419,1
000012,20200420,1
000012,20200421,1
000012,20200422,1
000012,20200423,1
000012,20200426,1
000012,20200427,1
000012,20200428,1
000012,20200429,1
000012,20200502,1
000012,20200503,1
000012,20200504,1
000012,20200505,1
000012,20200506,1
000012,20200507,1
000012,20200510,1
000012,20200511,1
000012,20200512,1
000012,20200513,1
000012,20200514,1
000012,20200517,1
000012,20200518,1
000012,20200519,1
000012,20200522,1
000012,20200523,1
000012,20200524,1
000012,20200525,1
000012,20200526,1
000012,20200527,1
000012,20200528,1
000012,20200531,1
000012,20200601,1
000012,20200602,1
000012,20200603,1
000012,20200604,1
000012,20200607,1
000012,20200608,1
000012,20200609,1
000012,20200612,1
000012,20200613,1
000012,20200614,1
000012,20200615,1
000012,20200616,1
000012,20200617,1
000012,20200618,1
000012,20200621,1
000012,20200622,1
000012,20200623,1
000012,20200624,1
000012,20200625,1
000012,20200628,1
000012,20200629,1
000012,20200630,1
000012,20200701,1
000012,20200702,1
000012,20200705,1
000012,20200706,1
000012,20200707,1
000012,20200708,1
000012,20200709,1
000012,20200712,1
000012,20200713,1
000012,20200714,1
000012,20200715,1
000012,20200716,1
000012,20200719,1
000012,20200720,1
000012,20200721,1
000012,20200722,1
000012,20200723,1
000012,20200726,1
000012,20200727,1
000012,20200728,1
000012,20200729,1
000012,20200730,1
000012,20200802,1
000012,20200803,1
000012,20200804,1
000012,20200805,1
000012,20200806,1
000012,20200809,1
000012,20200810,1
000012,20200811,1
000012,20200812,1
000012,20200813,1
000012,20200816,1
000012,20200817,1
000012,20200818,1
000012,20200819,1
000012,20200820,1
000012,20200823,1
000012,20200824,1
000012,20200825,1
000012,20200826,1
000012,20200827,1
000012,20200830,1
000012,20200831,1
000012,20200901,1
000012,20200902,1
000012,20200903,1
000012,20200906,1
000012,20200907,1
000012,20200908,1
000012,20200909,1
000012,20200910,1
000012,20200913,1
000012,20200914,1
000012,20200915,1
000012,20200916,1
000012,20200917,1
000012,20200920,1
000012,20200921,1
000012,20200922,1
000012,20200923,1
000012,20200924,1
000012,20200927,1
000012,20200928,1
000012,20200929,1
000012,20200930,1
000012,20201001,1
000012,20201004,1
000012,20201005,1
000012,20201006,1
000012,20201007,1
000012,20201008,1
000012,20201011,1
000012,20201012,1
000012,20201013,1
000012,20201014,1
000012,20201015,1
000012,20201018,1
000012,20201019,1
000012,20201020,1
000012,20201021,1
000012,20201022,1
000012,20201025,1
000012,20201026,1
000012,20201027,1
000012,20201028,1
000012,20201029,1
000012,20201101,1
000012,20201102,1
000012,20201103,1
000012,20201104,1
000012,20201105,1
000012,20201108,1
000012,20201109,1
000012,20201110,1
000012,20201111,1
000012,20201112,1
000012,20201115,1
000012,20201116,1
000012,20201117,1
000012,20201118,1
000012,20201119,1
000012,20201122,1
000012,20201123,1
000012,20201124,1
000012,20201125,1
000012,20201126,1
000012,20201129,1
000012,20201130,1
000012,20201201,1
000012,20201202,1
000012,20201203,1
000012,20201206,1
000012,20201207,1
000012,20201208,1
000012,20201209,1
000012,20201210,1
000013,20191229,1
000013,20200106,1
000013,20200112,1
000013,20200119,1
000013,20200126,1
000013,20200202,1
000013,20200209,1
000013,20200216,1
000013,20200223,1
000013,20200301,1
000013,20200308,1
000013,20200315,1
000013,20200322,1
000013,20200329,1
000013,20200405,1
000013,20200413,1
000013,20200628,1
000013,20200705,1
000013,20200712,1
000013,20200719,1
000013,20200726,1
000013,20200802,1
000013,20200809,1
000013,20200816,1
000013,20200823,1
000013,20200830,1
000013,20200906,1
000014,20191215,1
000014,20191222,1
000014,20200101,1
000014,20200419,1
000014,20200426,1
000014,20200503,1
000014,20200510,1
000014,20200517,1
000014,20200524,1
000014,20200601,1
000014,20200614,1
000014,20200621,1
000014,20200913,1
000014,20200920,1
000014,20200927,1
000014,20201004,1
000014,20201011,1
000014,20201018,1
000014,20201026,1
000014,20201101,1
000014,20201108,1
000014,20201115,1
000014,20201122,1
000014,20201129,1
000014,20201208,1
000015,20191224,1
000016,20191220,1
000016,20200131,1
000017,20191226,1
000017,20200106,1
000017,20200208,1
000018,20200128,1
000019,20200129,1
000020,20191216,1
000020,20191217,1
000020,20191218,1
000020,20191219,1
000020,20191220,1
000020,20191223,1
000020,20191224,1
000020,20191227,1
000020,20191230,1
000020,20191231,1
000020,20200102,1
000020,20200103,1
000020,20200107,1
000020,20200108,1
000020,20200109,1
000020,20200110,1
000020,20200113,1
000020,20200114,1
000020,20200115,1
000020,20200116,1
000020,20200117,1
000020,20200120,1
000020,20200121,1
000020,20200122,1
000020,20200123,1
000020,20200124,1
000020,20200127,1
000020,20200128,1
000020,20200129,1
000020,20200130,1
000020,20200131,1
000020,20200203,1
000020,20200204,1
000020,20200205,1
000020,20200206,1
000020,20200207,1
000020,20200210,1
000020,20200211,1
000020,20200212,1
000020,20200213,1
000020,20200214,1
000020,20200217,1
000020,20200218,1
000020,20200219,1
000020,20200220,1
000020,20200221,1
000020,20200224,1
000020,20200225,1
000020,20200226,1
000020,20200227,1
000020,20200228,1
000020,20200302,1
000020,20200303,1
000020,20200304,1
000020,20200305,1
000020,20200306,1
000020,20200309,1
000020,20200310,1
000020,20200311,1
000020,20200312,1
000020,20200313,1
000020,20200316,1
000020,20200317,1
000020,20200318,1
000020,20200319,1
000020,20200320,1
000020,20200323,1
000020,20200324,1
000020,20200325,1
000020,20200326,1
000020,20200327,1
000020,20200330,1
000020,20200331,1
000020,20200401,1
000020,20200402,1
000020,20200403,1
000020,20200406,1
000020,20200407,1
000020,20200408,1
000020,20200409,1
000020,20200410,1
000020,20200414,1
000020,20200415,1
000020,20200416,1
000020,20200417,1
000020,20200420,1
000020,20200421,1
000020,20200422,1
000020,20200423,1
000020,20200424,1
000020,20200427,1
000020,20200428,1
000020,20200429,1
000020,20200430,1
000020,20200504,1
000020,20200505,1
000020,20200506,1
000020,20200507,1
000020,20200508,1
000020,20200511,1
000020,20200512,1
000020,20200513,1
000020,20200514,1
000020,20200515,1
000020,20200518,1
000020,20200519,1
000020,20200520,1
000020,20200522,1
000020,20200525,1
000020,20200526,1
000020,20200527,1
000020,20200528,1
000020,20200529,1
000020,20200602,1
000020,20200603,1
000020,20200604,1
000020,20200605,1
000020,20200608,1
000020,20200609,1
000020,20200610,1
000020,20200612,1
000020,20200615,1
000020,20200616,1
000020,20200617,1
000020,20200618,1
000020,20200619,1
000020,20200622,1
000020,20200623,1
000020,20200624,1
000020,20200625,1
000020,20200626,1
000020,20200629,1
000020,20200630,1
000020,20200701,1
000020,20200702,1
000020,20200703,1
000020,20200706,1
000020,20200707,1
000020,20200708,1
000020,20200709,1
000020,20200710,1
000020,20200713,1
000020,20200714,1
000020,20200715,1
000020,20200716,1
000020,20200717,1
000020,20200720,1
000020,20200721,1
000020,20200722,1
000020,20200723,1
000020,20200724,1
000020,20200727,1
000020,20200728,1
000020,20200729,1
000020,20200730,1
000020,20200731,1
000020,20200803,1
000020,20200804,1
000020,20200805,1
000020,20200806,1
000020,20200807,1
000020,20200810,1
000020,20200811,1
000020,20200812,1
000020,20200813,1
000020,20200814,1
000020,20200817,1
000020,20200818,1
000020,20200819,1
000020,20200820,1
000020,20200821,1
000020,20200824,1
000020,20200825,1
000020,20200826,1
000020,20200827,1
000020,20200828,1
000020,20200831,1
000020,20200901,1
000020,20200902,1
000020,20200903,1
000020,20200904,1
000020,20200907,1
000020,20200908,1
000020,20200909,1
000020,20200910,1
000020,20200911,1
000020,20200914,1
000020,20200915,1
000020,20200916,1
000020,20200917,1
000020,20200918,1
000020,20200921,1
000020,20200922,1
000020,20200923,1
000020,20200924,1
000020,20200925,1
000020,20200928,1
000020,20200929,1
000020,20200930,1
000020,20201001,1
000020,20201002,1
000020,20201005,1
000020,20201006,1
000020,20201007,1
000020,20201008,1
000020,20201009,1
000020,20201012,1
000020,20201013,1
000020,20201014,1
000020,20201015,1
000020,20201016,1
000020,20201019,1
000020,20201020,1
000020,20201021,1
000020,20201022,1
000020,20201023,1
000020,20201027,1
000020,20201028,1
000020,20201029,1
000020,20201030,1
000020,20201102,1
000020,20201103,1
000020,20201104,1
000020,20201105,1
000020,20201106,1
000020,20201109,1
000020,20201110,1
000020,20201111,1
000020,20201112,1
000020,20201113,1
000020,20201116,1
000020,20201117,1
000020,20201118,1
000020,20201119,1
000020,20201120,1
000020,20201123,1
000020,20201124,1
000020,20201125,1
000020,20201126,1
000020,20201127,1
000020,20201130,1
000020,20201201,1
000020,20201202,1
000020,20201203,1
000020,20201204,1
000020,20201207,1
000020,20201209,1
000020,20201210,1
000020,20201211,1
000021,20191215,1
000021,20191222,1
000021,20191225,1
000021,20191226,1
000021,20191229,1
000021,20200101,1
000021,20200105,1
000021,20200106,1
000021,20200112,1
000021,20200119,1
000021,20200126,1
000021,20200202,1
000021,20200209,1
000021,20200216,1
000021,20200223,1
000021,20200301,1
000021,20200308,1
000021,20200315,1
000021,20200322,1
000021,20200329,1
000021,20200405,1
000021,20200412,1
000021,20200413,1
000021,20200419,1
000021,20200426,1
000021,20200501,1
000021,20200503,1
000021,20200510,1
000021,20200517,1
000021,20200521,1
000021,20200524,1
000021,20200531,1
000021,20200601,1
000021,20200607,1
000021,20200611,1
000021,20200614,1
000021,20200621,1
000021,20200628,1
000021,20200705,1
000021,20200712,1
000021,20200719,1
000021,20200726,1
000021,20200802,1
000021,20200809,1
000021,20200815,1
000021,20200816,1
000021,20200823,1
000021,20200830,1
000021,20200906,1
000021,20200913,1
000021,20200920,1
000021,20200927,1
000021,20201004,1
000021,20201011,1
000021,20201018,1
000021,20201025,1
000021,20201026,1
000021,20201101,1
000021,20201108,1
000021,20201115,1
000021,20201122,1
000021,20201129,1
000021,20201206,1
000021,20201208,1
000022,20191216,1
000022,20191217,1
000022,20191218,1
000022,20191219,1
000022,20191220,1
000022,20191221,1
000022,20191223,1
000022,20191224,1
000022,20191227,1
000022,20191228,1
000022,20191230,1
000022,20191231,1
000022,20200102,1
000022,20200103,1
000022,20200104,1
000022,20200107,1
000022,20200108,1
000022,20200109,1
000022,20200110,1
000022,20200111,1
000022,20200113,1
000022,20200114,1
000022,20200115,1
000022,20200116,1
000022,20200117,1
000022,20200118,1
000022,20200120,1
000022,20200121,1
000022,20200122,1
000022,20200123,1
000022,20200124,1
000022,20200125,1
000022,20200127,1
000022,20200128,1
000022,20200129,1
000022,20200130,1
000022,20200131,1
000022,20200201,1
000022,20200203,1
000022,20200204,1
000022,20200205,1
000022,20200206,1
000022,20200207,1
000022,20200208,1
000022,20200210,1
000022,20200211,1
000022,20200212,1
000022,20200213,1
000022,20200214,1
000022,20200215,1
000022,20200217,1
000022,20200218,1
000022,20200219,1
000022,20200220,1
000022,20200221,1
000022,20200222,1
000022,20200224,1
000022,20200225,1
000022,20200226,1
000022,20200227,1
000022,20200228,1
000022,20200229,1
000022,20200302,1
000022,20200303,1
000022,20200304,1
000022,20200305,1
000022,20200306,1
000022,20200307,1
000022,20200309,1
000022,20200310,1
000022,20200311,1
000022,20200312,1
000022,20200313,1
000022,20200314,1
000022,20200316,1
000022,20200317,1
000022,20200318,1
000022,20200319,1
000022,20200320,1
000022,20200321,1
000022,20200323,1
000022,20200324,1
000022,20200325,1
000022,20200326,1
000022,20200327,1
000022,20200328,1
000022,20200330,1
000022,20200331,1
000022,20200401,1
000022,20200402,1
000022,20200403,1
000022,20200404,1
000022,20200406,1
000022,20200407,1
000022,20200408,1
000022,20200409,1
000022,20200410,1
000022,20200411,1
000022,20200414,1
000022,20200415,1
000022,20200416,1
000022,20200417,1
000022,20200418,1
000022,20200420,1
000022,20200421,1
000022,20200422,1
000022,20200423,1
000022,20200424,1
000022,20200425,1
000022,20200427,1
000022,20200428,1
000022,20200429,1
000022,20200430,1
000022,20200502,1
000022,20200504,1
000022,20200505,1
000022,20200506,1
000022,20200507,1
000022,20200508,1
000022,20200509,1
000022,20200511,1
000022,20200512,1
000022,20200513,1
000022,20200514,1
000022,20200515,1
000022,20200516,1
000022,20200518,1
000022,20200519,1
000022,20200520,1
000022,20200522,1
000022,20200523,1
000022,20200525,1
000022,20200526,1
000022,20200527,1
000022,20200528,1
000022,20200529,1
000022,20200530,1
000022,20200602,1
000022,20200603,1
000022,20200604,1
000022,20200605,1
000022,20200606,1
000022,20200608,1
000022,20200609,1
000022,20200610,1
000022,20200612,1
000022,20200613,1
000022,20200615,1
000022,20200616,1
000022,20200617,1
000022,20200618,1
000022,20200619,1
000022,20200620,1
000022,20200622,1
000022,20200623,1
000022,20200624,1
000022,20200625,1
000022,20200626,1
000022,20200627,1
000022,20200629,1
000022,20200630,1
000022,20200701,1
000022,20200702,1
000022,20200703,1
000022,20200704,1
000022,20200706,1
000022,20200707,1
000022,20200708,1
000022,20200709,1
000022,20200710,1
000022,20200711,1
000022,20200713,1
000022,20200714,1
000022,20200715,1
000022,20200716,1
000022,20200717,1
000022,20200718,1
000022,20200720,1
000022,20200721,1
000022,20200722,1
000022,20200723,1
000022,20200724,1
000022,20200725,1
000022,20200727,1
000022,20200728,1
000022,20200729,1
000022,20200730,1
000022,20200731,1
000022,20200801,1
000022,20200803,1
000022,20200804,1
000022,20200805,1
000022,20200806,1
000022,20200807,1
000022,20200808,1
000022,20200810,1
000022,20200811,1
000022,20200812,1
000022,20200813,1
000022,20200814,1
000022,20200817,1
000022,20200818,1
000022,20200819,1
000022,20200820,1
000022,20200821,1
000022,20200822,1
000022,20200824,1
000022,20200825,1
000022,20200826,1
000022,20200827,1
000022,20200828,1
000022,20200829,1
000022,20200831,1
000022,20200901,1
000022,20200902,1
000022,20200903,1
000022,20200904,1
000022,20200905,1
000022,20200907,1
000022,20200908,1
000022,20200909,1
000022,20200910,1
000022,20200911,1
000022,20200912,1
000022,20200914,1
000022,20200915,1
000022,20200916,1
000022,20200917,1
000022,20200918,1
000022,20200919,1
000022,20200921,1
000022,20200922,1
000022,20200923,1
000022,20200924,1
000022,20200925,1
000022,20200926,1
000022,20200928,1
000022,20200929,1
000022,20200930,1
000022,20201001,1
000022,20201002,1
000022,20201003,1
000022,20201005,1
000022,20201006,1
000022,20201007,1
000022,20201008,1
000022,20201009,1
000022,20201010,1
000022,20201012,1
000022,20201013,1
000022,20201014,1
000022,20201015,1
000022,20201016,1
000022,20201017,1
000022,20201019,1
000022,20201020,1
000022,20201021,1
000022,20201022,1
000022,20201023,1
000022,20201024,1
000022,20201027,1
000022,20201028,1
000022,20201029,1
000022,20201030,1
000022,20201031,1
000022,20201102,1
000022,20201103,1
000022,20201104,1
000022,20201105,1
000022,20201106,1
000022,20201107,1
000022,20201109,1
000022,20201110,1
000022,20201111,1
000022,20201112,1
000022,20201113,1
000022,20201114,1
000022,20201116,1
000022,20201117,1
000022,20201118,1
000022,20201119,1
000022,20201120,1
000022,20201121,1
000022,20201123,1
000022,20201124,1
000022,20201125,1
000022,20201126,1
000022,20201127,1
000022,20201128,1
000022,20201130,1
000022,20201201,1
000022,20201202,1
000022,20201203,1
000022,20201204,1
000022,20201205,1
000022,20201207,1
000022,20201209,1
000022,20201210,1
000022,20201211,1
000022,20201212,1
000023,20191220,1
000023,20191227,1
000023,20200103,1
000023,20200110,1
000023,20200117,1
000023,20200124,1
000023,20200131,1
000023,20200207,1
000023,20200214,1
000023,20200221,1
000023,20200228,1
000023,20200306,1
000023,20200313,1
000023,20200320,1
000023,20200327,1
000023,20200403,1
000023,20200410,1
000023,20200417,1
000023,20200424,1
000023,20200430,1
000023,20200508,1
000023,20200515,1
000023,20200520,1
000023,20200529,1
000023,20200605,1
000023,20200610,1
000023,20200619,1
000023,20200626,1
000023,20200703,1
000023,20200710,1
000023,20200717,1
000023,20200724,1
000023,20200731,1
000023,20200807,1
000023,20200814,1
000023,20200821,1
000023,20200828,1
000023,20200904,1
000023,20200911,1
000023,20200918,1
000023,20200925,1
000023,20201002,1
000023,20201009,1
000023,20201016,1
000023,20201023,1
000023,20201030,1
000023,20201106,1
000023,20201113,1
000023,20201120,1
000023,20201127,1
000023,20201204,1
000023,20201211,1
000024,20191215,1
000024,20191216,1
000024,20191217,1
000024,20191218,1
000024,20191219,1
000024,20191220,1
000024,20191222,1
000024,20191223,1
000024,20191224,1
000024,20191225,1
000024,20191226,1
000024,20191227,1
000024,20191229,1
000024,20191230,1
000024,20191231,1
000024,20200101,1
000024,20200102,1
000024,20200103,1
000024,20200105,1
000024,20200106,1
000024,20200107,1
000024,20200108,1
000024,20200109,1
000024,20200110,1
000024,20200112,1
000024,20200113,1
000024,20200114,1
000024,20200115,1
000024,20200116,1
000024,20200117,1
000024,20200119,1
000024,20200120,1
000024,20200121,1
000024,20200122,1
000024,20200123,1
000024,20200124,1
000024,20200126,1
000024,20200127,1
000024,20200128,1
000024,20200129,1
000024,20200130,1
000024,20200131,1
000024,20200202,1
000024,20200203,1
000024,20200204,1
000024,20200205,1
000024,20200206,1
000024,20200207,1
000024,20200209,1
000024,20200210,1
000024,20200211,1
000024,20200212,1
000024,20200213,1
000024,20200214,1
